1.667964172363281250e+01,8.408784484863281250e+01,4.501587677001953125e+01,1.060219669342041016e+01,3.885218858718872070e+00,3.388651847839355469e+00,1.277992935180664062e+02,2.923047256469726562e+01,1.138206100463867188e+01,1.399713134765625000e+02,3.011102485656738281e+01,9.336469268798828125e+01,1.378989562988281250e+02,2.801679611206054688e+01,6.606964111328125000e+01,6.000000000000000000e+00
1.481942653656005859e+01,9.552301025390625000e+01,3.596663665771484375e+01,6.294024467468261719e+00,2.643165588378906250e+00,6.024945735931396484e+00,1.322138519287109375e+02,2.336423110961914062e+01,1.030953216552734375e+01,1.417988433837890625e+02,2.825291824340820312e+01,1.128337860107421875e+02,1.361968231201171875e+02,3.008515548706054688e+01,7.912612152099609375e+01,6.000000000000000000e+00
2.292626190185546875e+01,1.001587524414062500e+02,1.477505302429199219e+01,4.825981140136718750e+00,1.942975163459777832e+00,5.533174991607666016e+00,1.337090454101562500e+02,2.104396057128906250e+01,4.432009696960449219e+00,1.409017791748046875e+02,2.936939430236816406e+01,6.048643493652343750e+01,1.360321960449218750e+02,3.213928604125976562e+01,4.473742294311523438e+01,6.000000000000000000e+00
2.677351760864257812e+01,9.012372589111328125e+01,2.912520790100097656e+01,1.327666187286376953e+01,1.594003558158874512e+00,6.178813457489013672e+00,1.292672576904296875e+02,2.922995948791503906e+01,8.443726539611816406e+00,1.404169616699218750e+02,3.088320159912109375e+01,4.872062301635742188e+01,1.383739013671875000e+02,3.196438789367675781e+01,3.897558593750000000e+01,6.000000000000000000e+00
2.348557090759277344e+01,8.648366546630859375e+01,2.536925697326660156e+01,1.301832103729248047e+01,3.687022209167480469e+00,3.069065809249877930e+00,1.295641326904296875e+02,3.045846939086914062e+01,1.268839073181152344e+01,1.386161651611328125e+02,3.590894317626953125e+01,3.884419631958007812e+01,1.352212677001953125e+02,3.641404724121093750e+01,3.126264762878417969e+01,6.000000000000000000e+00
1.764186096191406250e+01,6.221453857421875000e+01,4.991859054565429688e+01,9.759679794311523438e+00,3.323932170867919922e+00,4.372584819793701172e+00,1.242373275756835938e+02,3.395096969604492188e+01,1.260407161712646484e+01,1.412846527099609375e+02,2.778206443786621094e+01,2.700975418090820312e+01,1.437084045410156250e+02,2.598458290100097656e+01,3.009055900573730469e+01,6.000000000000000000e+00
2.718170547485351562e+01,7.286999511718750000e+01,3.252264404296875000e+01,9.666431427001953125e+00,4.535716533660888672e+00,3.649672031402587891e+00,1.138210449218750000e+02,4.483613967895507812e+01,1.140933895111083984e+01,1.362061157226562500e+02,3.556464767456054688e+01,2.122968292236328125e+01,1.380668029785156250e+02,3.336173248291015625e+01,2.442758369445800781e+01,6.000000000000000000e+00
2.014529609680175781e+01,4.057100296020507812e+01,6.213371276855468750e+01,1.683479309082031250e+01,6.400321960449218750e+00,4.458498954772949219e+00,1.029321975708007812e+02,6.514041137695312500e+01,7.040481567382812500e+01,1.064642791748046875e+02,9.004619598388671875e+01,7.844074249267578125e+01,9.972669982910156250e+01,8.965528869628906250e+01,7.511322021484375000e+01,6.000000000000000000e+00
9.804883956909179688e+00,5.159799194335937500e+01,7.334152221679687500e+01,9.936849594116210938e+00,3.015800714492797852e+00,6.103343009948730469e+00,1.238773880004882812e+02,3.367489624023437500e+01,2.974986457824707031e+01,1.392477874755859375e+02,2.588595390319824219e+01,1.305393066406250000e+02,1.376946258544921875e+02,2.369777679443359375e+01,1.073700256347656250e+02,6.000000000000000000e+00
2.389834213256835938e+01,2.584414100646972656e+01,4.821519470214843750e+01,1.031437969207763672e+01,3.351181030273437500e+00,4.778241634368896484e+00,4.317985534667968750e+01,1.182268066406250000e+02,1.604546165466308594e+01,7.241589355468750000e+01,1.040143737792968750e+02,2.052240180969238281e+01,6.764816284179687500e+01,1.132621154785156250e+02,1.935921859741210938e+01,6.000000000000000000e+00
