2.002781677246093750e+01,1.486991977691650391e+01,2.959683799743652344e+01,5.973799514770507812e+01,1.122197189331054688e+02,8.770881652832031250e+01,7.611898040771484375e+01,1.032976760864257812e+02,1.312625427246093750e+02,6.694743347167968750e+01,1.230560531616210938e+02,1.074322586059570312e+02,5.207250595092773438e+01,1.322814483642578125e+02,7.934799957275390625e+01,3.000000000000000000e+00
2.741698074340820312e+01,5.057754039764404297e+00,2.031206130981445312e+01,3.225465774536132812e+01,1.371988372802734375e+02,3.302925109863281250e+01,4.754918670654296875e+01,1.260106658935546875e+02,1.660562591552734375e+02,4.667690658569335938e+01,1.414057617187500000e+02,8.805157470703125000e+01,2.314467620849609375e+01,1.685022125244140625e+02,3.958129501342773438e+01,3.000000000000000000e+00
2.647655487060546875e+01,1.116528415679931641e+01,1.873850440979003906e+01,5.190130233764648438e+01,1.121197204589843750e+02,6.263733673095703125e+01,7.022982025146484375e+01,1.008321762084960938e+02,1.654204864501953125e+02,6.125651550292968750e+01,1.247215042114257812e+02,1.092752532958984375e+02,2.910390472412109375e+01,1.612339477539062500e+02,5.759126281738281250e+01,3.000000000000000000e+00
2.544442367553710938e+01,7.339957714080810547e+00,1.317246627807617188e+01,7.788067626953125000e+01,8.990357208251953125e+01,7.747019958496093750e+01,1.020905456542968750e+02,7.071815490722656250e+01,1.530158081054687500e+02,9.035288238525390625e+01,9.731080627441406250e+01,1.100142517089843750e+02,5.517901611328125000e+01,1.329687957763671875e+02,6.729434967041015625e+01,3.000000000000000000e+00
2.906325721740722656e+01,1.569049000740051270e+00,2.148242950439453125e+01,3.939725112915039062e+01,1.240265960693359375e+02,3.242071914672851562e+01,5.263649749755859375e+01,1.215652999877929688e+02,1.142479705810546875e+02,5.247900009155273438e+01,1.363202209472656250e+02,7.291555023193359375e+01,3.836704254150390625e+01,1.506351776123046875e+02,4.594385528564453125e+01,3.000000000000000000e+00
2.252402305603027344e+01,1.184083366394042969e+01,1.929432106018066406e+01,4.391573333740234375e+01,1.201944580078125000e+02,4.422034835815429688e+01,5.890813064575195312e+01,1.138223266601562500e+02,1.171598358154296875e+02,5.752522277832031250e+01,1.293914489746093750e+02,8.935759735107421875e+01,3.873667144775390625e+01,1.496579589843750000e+02,5.319461822509765625e+01,3.000000000000000000e+00
2.178428649902343750e+01,1.053639793395996094e+01,1.794223403930664062e+01,4.254955291748046875e+01,1.216669006347656250e+02,5.427300643920898438e+01,6.116670989990234375e+01,1.108589935302734375e+02,1.430087890625000000e+02,6.081857299804687500e+01,1.268199462890625000e+02,1.011607589721679688e+02,4.961123657226562500e+01,1.377243347167968750e+02,6.898797607421875000e+01,3.000000000000000000e+00
2.287187004089355469e+01,5.788127422332763672e+00,1.140486240386962891e+01,9.273697662353515625e+01,7.732493591308593750e+01,7.520693969726562500e+01,1.163357315063476562e+02,5.823647689819335938e+01,1.301491546630859375e+02,1.132957992553710938e+02,7.430821990966796875e+01,1.147522125244140625e+02,1.153000640869140625e+02,7.074430847167968750e+01,9.827625274658203125e+01,3.000000000000000000e+00
2.430543327331542969e+01,1.029219436645507812e+01,2.085763168334960938e+01,4.361878585815429688e+01,1.204179687500000000e+02,4.768953704833984375e+01,6.174395370483398438e+01,1.094165191650390625e+02,1.495305786132812500e+02,6.298822784423828125e+01,1.237138900756835938e+02,1.080666885375976562e+02,5.142456054687500000e+01,1.382840118408203125e+02,7.495642852783203125e+01,3.000000000000000000e+00
2.907726097106933594e+01,6.938607215881347656e+00,1.495902633666992188e+01,4.428877258300781250e+01,1.202324905395507812e+02,2.218903923034667969e+01,6.029567718505859375e+01,1.104256515502929688e+02,1.383412933349609375e+02,6.231477355957031250e+01,1.229374084472656250e+02,9.520604705810546875e+01,3.551531219482421875e+01,1.533244018554687500e+02,4.797324371337890625e+01,3.000000000000000000e+00
3.190907859802246094e+01,1.146493625640869141e+01,6.944698333740234375e+00,1.392861480712890625e+02,1.175014209747314453e+01,7.852752685546875000e+01,1.503968658447265625e+02,9.819702148437500000e+00,1.615807342529296875e+02,1.462972412109375000e+02,2.468536376953125000e+01,1.304817810058593750e+02,1.383708343505859375e+02,2.601474761962890625e+01,4.840628814697265625e+01,3.000000000000000000e+00
2.566972351074218750e+01,1.425375747680664062e+01,1.425105094909667969e+01,1.251552658081054688e+02,5.264705657958984375e+01,1.087173004150390625e+02,1.358854064941406250e+02,1.226586914062500000e+02,5.049117279052734375e+01,1.298678436279296875e+02,1.091089553833007812e+02,5.371748733520507812e+01,1.118326644897460938e+02,9.577949523925781250e+01,6.688637542724609375e+01,3.000000000000000000e+00
3.092465972900390625e+01,7.566808223724365234e+00,1.469036388397216797e+01,1.384827880859375000e+02,1.764854049682617188e+01,1.142962799072265625e+02,1.495831451416015625e+02,1.323806381225585938e+01,1.649948577880859375e+02,1.476863403320312500e+02,2.872422409057617188e+01,1.409462432861328125e+02,1.432090759277343750e+02,2.629898071289062500e+01,9.320142364501953125e+01,3.000000000000000000e+00
3.603033065795898438e+01,2.687784910202026367e+00,1.102658939361572266e+01,1.421129760742187500e+02,1.881470298767089844e+01,6.730157470703125000e+01,1.522165374755859375e+02,1.527093791961669922e+01,1.254622039794921875e+02,1.485450439453125000e+02,2.997487258911132812e+01,1.215439529418945312e+02,1.424900665283203125e+02,2.912289619445800781e+01,7.899283599853515625e+01,3.000000000000000000e+00
2.800948333740234375e+01,5.823846817016601562e+00,1.476041984558105469e+01,1.414567260742187500e+02,1.423977661132812500e+01,1.143188018798828125e+02,1.470411987304687500e+02,2.208328437805175781e+01,1.375241241455078125e+02,1.403049621582031250e+02,3.594201660156250000e+01,1.075622253417968750e+02,1.270521469116210938e+02,4.075207901000976562e+01,7.189982604980468750e+01,3.000000000000000000e+00
3.066633796691894531e+01,1.298180103302001953e+01,1.429314327239990234e+01,1.413443756103515625e+02,9.284710884094238281e+00,1.142233352661132812e+02,1.516435394287109375e+02,1.188972949981689453e+01,1.644739074707031250e+02,1.481123199462890625e+02,2.681958007812500000e+01,1.335747375488281250e+02,1.402865600585937500e+02,3.031218147277832031e+01,6.416149139404296875e+01,3.000000000000000000e+00
2.982649230957031250e+01,1.469765186309814453e+01,4.891397476196289062e+00,1.266135559082031250e+02,7.296718597412109375e+00,1.407020416259765625e+02,1.420413513183593750e+02,3.642364120483398438e+01,1.336895904541015625e+02,1.405971069335937500e+02,5.823796844482421875e+01,1.072281036376953125e+02,1.291050872802734375e+02,3.575193405151367188e+01,1.014758529663085938e+02,3.000000000000000000e+00
2.773001480102539062e+01,7.121188163757324219e+00,1.308201122283935547e+01,1.354793701171875000e+02,2.031213951110839844e+01,6.352513122558593750e+01,1.471638031005859375e+02,1.937626647949218750e+01,1.478016204833984375e+02,1.410356750488281250e+02,3.697642517089843750e+01,1.268739013671875000e+02,1.340423736572265625e+02,4.199438476562500000e+01,8.554150390625000000e+01,3.000000000000000000e+00
2.762200546264648438e+01,7.702452182769775391e+00,1.526686286926269531e+01,2.746396827697753906e+01,1.444750366210937500e+02,8.917415618896484375e+00,2.885888290405273438e+01,1.487639312744140625e+02,1.978860092163085938e+01,2.826535987854003906e+01,1.603665161132812500e+02,2.804817199707031250e+01,2.573555755615234375e+01,1.588838958740234375e+02,2.248720741271972656e+01,3.000000000000000000e+00
2.348039245605468750e+01,5.480614662170410156e+00,1.070595455169677734e+01,2.779983711242675781e+01,1.405165100097656250e+02,1.765577507019042969e+01,3.348898315429687500e+01,1.433516845703125000e+02,4.556775283813476562e+01,3.676181793212890625e+01,1.511522674560546875e+02,4.620580673217773438e+01,3.661496353149414062e+01,1.465956878662109375e+02,3.406588363647460938e+01,3.000000000000000000e+00
2.467556381225585938e+01,9.877188682556152344e+00,1.952222824096679688e+01,3.672930526733398438e+01,1.297926025390625000e+02,2.960461807250976562e+01,5.416512298583984375e+01,1.198181915283203125e+02,1.429451446533203125e+02,5.488780593872070312e+01,1.332895660400390625e+02,9.697449493408203125e+01,3.709030532836914062e+01,1.515077667236328125e+02,5.786520004272460938e+01,3.000000000000000000e+00
2.283189010620117188e+01,1.239023494720458984e+01,1.557487010955810547e+01,5.588657379150390625e+01,1.098998565673828125e+02,7.491273498535156250e+01,8.158379364013671875e+01,9.141428375244140625e+01,1.475362396240234375e+02,7.405030059814453125e+01,1.135788497924804688e+02,1.120127029418945312e+02,4.301998901367187500e+01,1.451818084716796875e+02,7.102502441406250000e+01,3.000000000000000000e+00
2.568880653381347656e+01,6.052499294281005859e+00,1.663860893249511719e+01,3.450622558593750000e+01,1.368573455810546875e+02,1.162911510467529297e+01,4.628674697875976562e+01,1.270521087646484375e+02,1.491362304687500000e+02,4.258042144775390625e+01,1.437586059570312500e+02,8.581381225585937500e+01,1.793007850646972656e+01,1.715326843261718750e+02,3.625977706909179688e+01,3.000000000000000000e+00
